# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 2.976614981889724731e-02 2.594364285469055176e-01 2.175618410110473633e-01 2.976614981889724731e-02 2.594364285469055176e-01 2.175618410110473633e-01
1.000000000000000000e+03 4.013819620013237000e-02 3.485699999146163464e-04 5.400671809911727905e-02 4.013819620013237000e-02 3.485699999146163464e-04 5.400671809911727905e-02
2.000000000000000000e+03 3.194165974855422974e-02 3.450869189691729844e-05 4.716789722442626953e-02 3.194165974855422974e-02 3.450869189691729844e-05 4.716789722442626953e-02
3.000000000000000000e+03 2.544174157083034515e-02 9.091429092222824693e-05 3.849167376756668091e-02 2.544174157083034515e-02 9.091429092222824693e-05 3.849167376756668091e-02
4.000000000000000000e+03 8.028465323150157928e-03 2.365672662563156337e-05 9.857079945504665375e-03 8.028465323150157928e-03 2.365672662563156337e-05 9.857079945504665375e-03
5.000000000000000000e+03 3.207925474271178246e-03 6.888965344842290506e-06 2.509759273380041122e-03 3.207925474271178246e-03 6.888965344842290506e-06 2.509759273380041122e-03
6.000000000000000000e+03 2.421808661893010139e-03 6.453148671425879002e-06 1.845956197939813137e-03 2.421808661893010139e-03 6.453148671425879002e-06 1.845956197939813137e-03
7.000000000000000000e+03 2.060075756162405014e-03 4.487463684199610725e-06 1.557708485051989555e-03 2.060075756162405014e-03 4.487463684199610725e-06 1.557708485051989555e-03
8.000000000000000000e+03 1.670405967161059380e-03 3.534586085152113810e-06 1.277876552194356918e-03 1.670405967161059380e-03 3.534586085152113810e-06 1.277876552194356918e-03
9.000000000000000000e+03 1.374822924844920635e-03 3.238336375943617895e-06 1.117555191740393639e-03 1.374822924844920635e-03 3.238336375943617895e-06 1.117555191740393639e-03
1.000000000000000000e+04 1.150051364675164223e-03 3.180327439622487873e-06 9.939783485606312752e-04 1.150051364675164223e-03 3.180327439622487873e-06 9.939783485606312752e-04
1.000000000000000000e+04 1.150051364675164223e-03 3.180327439622487873e-06 9.939783485606312752e-04 1.150051364675164223e-03 3.180327439622487873e-06 9.939783485606312752e-04
1.100000000000000000e+04 2.032640622928738594e-04 4.523417658219841542e-07 9.631070133764296770e-05 2.032640622928738594e-04 4.523417658219841542e-07 9.631070133764296770e-05
1.200000000000000000e+04 5.912603592150844634e-05 3.099619902968697716e-07 1.291674107051221654e-05 5.912603592150844634e-05 3.099619902968697716e-07 1.291674107051221654e-05
1.300000000000000000e+04 2.534473060222808272e-05 8.766041759145082324e-08 3.056234845644212328e-06 2.534473060222808272e-05 8.766041759145082324e-08 3.056234845644212328e-06
1.400000000000000000e+04 1.574957059347070754e-05 9.924426791485529975e-08 1.499696395512728486e-06 1.574957059347070754e-05 9.924426791485529975e-08 1.499696395512728486e-06
1.500000000000000000e+04 1.049012735165888444e-05 5.537601666105729237e-08 9.972750376618932933e-07 1.049012735165888444e-05 5.537601666105729237e-08 9.972750376618932933e-07
1.600000000000000000e+04 6.756634320481680334e-06 6.292207643809888395e-08 8.913553983802557923e-07 6.756634320481680334e-06 6.292207643809888395e-08 8.913553983802557923e-07
1.700000000000000000e+04 5.040852101956261322e-06 2.882614857924181706e-08 4.197907514935650397e-07 5.040852101956261322e-06 2.882614857924181706e-08 4.197907514935650397e-07
1.800000000000000000e+04 4.179469215159770101e-06 1.816584216385308537e-08 3.158273500503128162e-07 4.179469215159770101e-06 1.816584216385308537e-08 3.158273500503128162e-07
1.900000000000000000e+04 4.164392521488480270e-06 1.794609794103507738e-08 3.143193225696450099e-07 4.164392521488480270e-06 1.794609794103507738e-08 3.143193225696450099e-07
2.000000000000000000e+04 4.159669970249524340e-06 1.788194481378013734e-08 3.140209514640446287e-07 4.159669970249524340e-06 1.788194481378013734e-08 3.140209514640446287e-07
2.100000000000000000e+04 4.156500381213845685e-06 1.779154068515254039e-08 3.137496378258219920e-07 4.156500381213845685e-06 1.779154068515254039e-08 3.137496378258219920e-07
2.200000000000000000e+04 4.153661393502261490e-06 1.773795332837835304e-08 3.135641293283697451e-07 4.153661393502261490e-06 1.773795332837835304e-08 3.135641293283697451e-07
2.300000000000000000e+04 4.150574568484444171e-06 1.767853241574357526e-08 3.134678934202383971e-07 4.150574568484444171e-06 1.767853241574357526e-08 3.134678934202383971e-07
2.400000000000000000e+04 4.148076641286024824e-06 1.762661128168474534e-08 3.131966650471440516e-07 4.148076641286024824e-06 1.762661128168474534e-08 3.131966650471440516e-07
2.500000000000000000e+04 4.145738330407766625e-06 1.758231782389430009e-08 3.131301866687863367e-07 4.145738330407766625e-06 1.758231782389430009e-08 3.131301866687863367e-07
2.500000000000000000e+04 3.412861377000808716e-03 1.758231782389430009e-08 3.131301866687863367e-07 4.145738330407766625e-06 1.758231782389430009e-08 3.131301866687863367e-07
2.600000000000000000e+04 5.423409675131551921e-05 6.083135417611629236e-08 1.347133002127520740e-05 5.268998211249709129e-05 6.083135417611629236e-08 1.347133002127520740e-05
2.700000000000000000e+04 2.646067150635644794e-05 2.989517611240444239e-08 6.510228104161797091e-06 2.582978049758821726e-05 2.989517611240444239e-08 6.510228104161797091e-06
2.800000000000000000e+04 1.800509016902651638e-05 1.698928286941736587e-08 4.066583642270416021e-06 1.798401353880763054e-05 1.698928286941736587e-08 4.066583642270416021e-06
2.800000000000000000e+04 1.800509016902651638e-05 1.698928286941736587e-08 4.066583642270416021e-06 1.798401353880763054e-05 1.698928286941736587e-08 4.066583642270416021e-06
2.900000000000000000e+04 5.408031483966624364e-06 1.773404889604535128e-08 6.180926561683008913e-07 5.409316599980229512e-06 1.773404889604535128e-08 6.180926561683008913e-07
3.000000000000000000e+04 3.850270786642795429e-06 1.878727218240783259e-08 4.208891652979218634e-07 3.850460871035465971e-06 1.878727218240783259e-08 4.208891652979218634e-07
3.100000000000000000e+04 3.795057182287564501e-06 1.762976253871784138e-08 4.176942525191407185e-07 3.796249075094237924e-06 1.762976253871784138e-08 4.176942525191407185e-07
3.200000000000000000e+04 3.786979050346417353e-06 1.781964265035185235e-08 4.172039496097568190e-07 3.788109779634396546e-06 1.781964265035185235e-08 4.172039496097568190e-07
3.300000000000000000e+04 3.780696260946569964e-06 1.795534032567047689e-08 4.170240117673529312e-07 3.781874056585365906e-06 1.795534032567047689e-08 4.170240117673529312e-07
3.400000000000000000e+04 3.775231789404642768e-06 1.805513427655114356e-08 4.169198177805810701e-07 3.776403673327877186e-06 1.805513427655114356e-08 4.169198177805810701e-07
3.500000000000000000e+04 3.770185458051855676e-06 1.806120764058505301e-08 4.168505256529897451e-07 3.771366664295783266e-06 1.806120764058505301e-08 4.168505256529897451e-07
3.600000000000000000e+04 3.765123665289138444e-06 1.806943750182199437e-08 4.167951885847287485e-07 3.766284635275951587e-06 1.806943750182199437e-08 4.167951885847287485e-07
3.700000000000000000e+04 3.761501602639327757e-06 1.803622851070940669e-08 4.166963947227486642e-07 3.762677806662395597e-06 1.803622851070940669e-08 4.166963947227486642e-07
3.800000000000000000e+04 3.757732883968856186e-06 1.802144566909191781e-08 4.165916038800787646e-07 3.758907496376195922e-06 1.802144566909191781e-08 4.165916038800787646e-07
3.900000000000000000e+04 3.754355702767497860e-06 1.800171922639037803e-08 4.163735809470381355e-07 3.755541456484934315e-06 1.800171922639037803e-08 4.163735809470381355e-07
4.000000000000000000e+04 3.751717031263979152e-06 1.798234094962936069e-08 4.162001232543843798e-07 3.752926431843661703e-06 1.798234094962936069e-08 4.162001232543843798e-07
4.100000000000000000e+04 3.750020141524146311e-06 1.796338722215296002e-08 4.161295805715781171e-07 3.751209987967740744e-06 1.796338722215296002e-08 4.161295805715781171e-07
4.200000000000000000e+04 3.748795052160858177e-06 1.794582793479548855e-08 4.160397679697780404e-07 3.749978304767864756e-06 1.794582793479548855e-08 4.160397679697780404e-07
4.300000000000000000e+04 3.747669325093738735e-06 1.793443971109809354e-08 4.159638535838894313e-07 3.748819608517806046e-06 1.793443971109809354e-08 4.159638535838894313e-07
