# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 9.808062575757503510e-03 5.950028542429208755e-03 5.469268560409545898e-01 9.808062575757503510e-03 5.950028542429208755e-03 5.469268560409545898e-01
1.000000000000000000e+03 4.214853793382644653e-02 7.091915467754006386e-04 5.375756695866584778e-02 4.214853793382644653e-02 7.091915467754006386e-04 5.375756695866584778e-02
2.000000000000000000e+03 2.839961647987365723e-02 7.375272980425506830e-05 3.904629498720169067e-02 2.839961647987365723e-02 7.375272980425506830e-05 3.904629498720169067e-02
3.000000000000000000e+03 2.138711512088775635e-02 1.419268955942243338e-04 2.186558768153190613e-02 2.138711512088775635e-02 1.419268955942243338e-04 2.186558768153190613e-02
4.000000000000000000e+03 1.109372824430465698e-02 3.299689706182107329e-05 8.948694914579391479e-03 1.109372824430465698e-02 3.299689706182107329e-05 8.948694914579391479e-03
5.000000000000000000e+03 8.541173301637172699e-03 1.055421853379812092e-05 6.363535765558481216e-03 8.541173301637172699e-03 1.055421853379812092e-05 6.363535765558481216e-03
6.000000000000000000e+03 1.069003716111183167e-02 2.521242095099296421e-05 5.649134516716003418e-03 1.069003716111183167e-02 2.521242095099296421e-05 5.649134516716003418e-03
7.000000000000000000e+03 6.262419745326042175e-03 5.470915311889257282e-06 4.738549701869487762e-03 6.262419745326042175e-03 5.470915311889257282e-06 4.738549701869487762e-03
8.000000000000000000e+03 5.327626597136259079e-03 5.158887688594404608e-06 4.371402319520711899e-03 5.327626597136259079e-03 5.158887688594404608e-06 4.371402319520711899e-03
9.000000000000000000e+03 4.707481246441602707e-03 4.611295025824801996e-06 4.210624843835830688e-03 4.707481246441602707e-03 4.611295025824801996e-06 4.210624843835830688e-03
1.000000000000000000e+04 4.301487468183040619e-03 3.990410277765477076e-06 4.125321749597787857e-03 4.301487468183040619e-03 3.990410277765477076e-06 4.125321749597787857e-03
1.100000000000000000e+04 3.981960937380790710e-03 3.393897031855885871e-06 4.061382263898849487e-03 3.981960937380790710e-03 3.393897031855885871e-06 4.061382263898849487e-03
1.200000000000000000e+04 3.693531267344951630e-03 2.737519480433547869e-06 4.007418639957904816e-03 3.693531267344951630e-03 2.737519480433547869e-06 4.007418639957904816e-03
1.300000000000000000e+04 3.446912858635187149e-03 1.840356731008796487e-06 4.012237302958965302e-03 3.446912858635187149e-03 1.840356731008796487e-06 4.012237302958965302e-03
1.400000000000000000e+04 3.086314769461750984e-03 1.719690544632612728e-06 3.894407302141189575e-03 3.086314769461750984e-03 1.719690544632612728e-06 3.894407302141189575e-03
1.500000000000000000e+04 2.829375211149454117e-03 1.615173118807433639e-06 3.824846819043159485e-03 2.829375211149454117e-03 1.615173118807433639e-06 3.824846819043159485e-03
1.500000000000000000e+04 2.829375211149454117e-03 1.615173118807433639e-06 3.824846819043159485e-03 2.829375211149454117e-03 1.615173118807433639e-06 3.824846819043159485e-03
1.600000000000000000e+04 3.926046483684331179e-04 4.773595492224558257e-07 2.870144671760499477e-04 3.926046483684331179e-04 4.773595492224558257e-07 2.870144671760499477e-04
1.700000000000000000e+04 1.286006881855428219e-04 5.564438652072567493e-07 6.655823381152004004e-05 1.286006881855428219e-04 5.564438652072567493e-07 6.655823381152004004e-05
1.800000000000000000e+04 4.917077603749930859e-05 4.212871829167852411e-07 1.493507988925557584e-05 4.917077603749930859e-05 4.212871829167852411e-07 1.493507988925557584e-05
1.900000000000000000e+04 2.165180922020226717e-05 5.538051794928833260e-08 4.052698386658448726e-06 2.165180922020226717e-05 5.538051794928833260e-08 4.052698386658448726e-06
2.000000000000000000e+04 1.339903883490478620e-05 5.173681572046007204e-08 1.778282467057579197e-06 1.339903883490478620e-05 5.173681572046007204e-08 1.778282467057579197e-06
2.100000000000000000e+04 9.246497938875108957e-06 8.966319597902838723e-08 1.006710817819111980e-06 9.246497938875108957e-06 8.966319597902838723e-08 1.006710817819111980e-06
2.200000000000000000e+04 7.084651315381051973e-06 3.350603350327219232e-08 5.724735956391668878e-07 7.084651315381051973e-06 3.350603350327219232e-08 5.724735956391668878e-07
2.300000000000000000e+04 6.364958608173765242e-06 4.666260977614911098e-08 4.882332973465963732e-07 6.364958608173765242e-06 4.666260977614911098e-08 4.882332973465963732e-07
2.400000000000000000e+04 6.343479981296695769e-06 4.669695385928207543e-08 4.881344466411974281e-07 6.343479981296695769e-06 4.669695385928207543e-08 4.881344466411974281e-07
2.500000000000000000e+04 6.337391369015676901e-06 4.668349617986677913e-08 4.876801540376618505e-07 6.337391369015676901e-06 4.668349617986677913e-08 4.876801540376618505e-07
2.600000000000000000e+04 6.331524218694539741e-06 4.665073305432088091e-08 4.873489842793787830e-07 6.331524218694539741e-06 4.665073305432088091e-08 4.873489842793787830e-07
2.700000000000000000e+04 6.325702543108491227e-06 4.664994790459786600e-08 4.871820920016034506e-07 6.325702543108491227e-06 4.664994790459786600e-08 4.871820920016034506e-07
2.800000000000000000e+04 6.321522050711791962e-06 4.666511799200634414e-08 4.869328904533176683e-07 6.321522050711791962e-06 4.666511799200634414e-08 4.869328904533176683e-07
2.900000000000000000e+04 6.317092811514157802e-06 4.673158571222302271e-08 4.867394522989343386e-07 6.317092811514157802e-06 4.673158571222302271e-08 4.867394522989343386e-07
3.000000000000000000e+04 6.313669018709333614e-06 4.674752318578612176e-08 4.867033567279577255e-07 6.313669018709333614e-06 4.674752318578612176e-08 4.867033567279577255e-07
